ID,Age,AgeClass,Education,MaritalStatus,Children,Income,IncomeClass,Wines,Fruits,Meat,Fish,Sweet,Gold,TotalExpense,NumWeb,NumCatalog,NumStore,Cmp1,Cmp2
5371,36,Ger.X,Graduation,Single,1,21474.0,Very Low,6,16,24,11,0,34,91,3,1,2,0,0
9240,54,Ger.X-BB,PhD,Single,1,60504.0,Medium,458,0,24,6,4,34,526,6,2,8,0,0
9460,62,BB-Others,Graduation,Married,0,22419.0,Very Low,30,3,47,19,21,42,162,3,2,2,0,0
9504,76,BB-Others,Master,Married,0,81698.0,High,179,28,520,111,123,47,1008,3,8,13,0,0
8692,73,BB-Others,Graduation,Together,2,43462.0,Low,90,17,97,15,6,15,240,4,1,5,0,0
448,47,Ger.X-BB,PhD,Single,1,54880.0,Medium,308,85,137,102,45,118,795,6,2,11,0,0
8314,43,Ger.X,Graduation,Married,0,79908.0,High,557,129,761,29,185,111,1772,5,6,7,0,0
8420,55,BB-Others,2n Cycle,Married,0,15315.0,Very Low,7,4,13,15,8,17,64,2,0,4,0,0
3174,66,BB-Others,Graduation,Together,1,87771.0,High,1492,38,287,50,57,33,1957,5,10,4,1,1
7685,47,Ger.X-BB,Graduation,Married,1,33039.0,Very Low,30,8,12,8,8,12,78,2,0,4,0,0
3179,45,Ger.X-BB,Graduation,Single,0,81741.0,High,249,153,940,58,134,38,1572,6,6,7,0,0
9780,54,Ger.X-BB,Master,Together,1,71499.0,High,465,25,132,136,0,37,795,8,3,13,0,0
10681,55,BB-Others,2n Cycle,Married,1,62466.0,Medium,129,129,259,168,121,83,889,6,3,12,0,0
10232,62,BB-Others,PhD,Divorced,1,48799.0,Low,174,18,81,28,6,24,331,3,2,7,0,0
4184,75,BB-Others,PhD,Together,1,52157.0,Medium,189,2,29,3,2,40,265,3,2,5,0,0
9120,63,BB-Others,Graduation,Single,1,66565.0,Medium,747,10,161,65,40,42,1065,4,2,9,0,0
891,74,BB-Others,Master,Together,2,29298.0,Very Low,6,0,2,2,0,1,11,1,0,2,0,0
10381,46,Ger.X-BB,Graduation,Single,1,47691.0,Low,14,0,3,0,0,4,21,1,0,2,0,0
3525,55,BB-Others,Graduation,Together,2,38200.0,Low,12,0,4,0,0,1,17,1,0,2,0,0
6818,51,Ger.X-BB,Graduation,Married,1,44989.0,Low,98,0,106,49,10,106,369,5,1,5,0,0
3526,57,BB-Others,PhD,Married,2,38443.0,Low,32,0,5,0,0,1,38,1,0,3,0,0
8181,47,Ger.X-BB,2n Cycle,Single,1,38593.0,Low,51,12,49,17,24,24,177,4,1,3,0,0
1029,55,BB-Others,PhD,Together,1,64413.0,Medium,200,5,44,0,10,20,279,5,1,5,0,0
7369,44,Ger.X,Master,Married,1,36959.0,Low,25,6,25,6,0,0,62,2,0,3,0,0
2574,48,Ger.X-BB,PhD,Married,1,61996.0,Medium,1050,12,144,0,0,24,1230,6,4,8,1,1
8159,57,BB-Others,Graduation,Married,2,51287.0,Low,117,0,22,13,0,30,182,4,1,3,0,0
1160,55,BB-Others,Graduation,Married,2,13260.0,Very Low,9,4,17,10,2,7,49,3,0,3,0,0
10242,59,BB-Others,PhD,Together,2,47472.0,Low,56,0,11,0,0,8,75,2,0,4,0,0
5253,69,BB-Others,Master,Together,2,54603.0,Medium,145,13,46,17,2,4,227,4,2,4,0,0
5966,51,Ger.X-BB,PhD,Married,2,45207.0,Low,203,0,10,0,0,2,215,3,1,6,0,0
5314,74,BB-Others,Graduation,Together,1,40689.0,Low,270,3,27,39,6,99,444,7,1,5,0,0
5081,58,BB-Others,2n Cycle,Together,2,47821.0,Low,9,0,16,6,6,10,47,1,0,3,0,0
5123,74,BB-Others,Master,Married,0,27450.0,Very Low,37,12,23,8,11,52,143,2,1,3,0,0
5756,42,Ger.X,Graduation,Together,1,39453.0,Low,46,0,7,0,0,2,55,2,0,3,0,0
8036,54,Ger.X-BB,2n Cycle,Together,2,26850.0,Very Low,31,1,13,7,2,9,63,2,1,4,0,0
9058,70,BB-Others,Graduation,Widow,0,79800.0,High,1060,21,530,32,0,224,1867,5,11,5,1,0
5057,64,BB-Others,Master,Married,1,61794.0,Medium,264,47,188,54,47,11,611,4,4,10,0,0
254,70,BB-Others,Graduation,Together,1,53863.0,Medium,399,4,30,6,4,30,473,7,1,7,0,0
4179,66,BB-Others,Graduation,Together,0,24221.0,Very Low,8,9,9,2,5,22,55,1,1,3,0,0
3710,41,Ger.X,PhD,Single,1,39684.0,Low,19,0,35,6,4,17,81,2,1,2,0,0
7627,50,Ger.X-BB,Master,Married,0,92163.0,High,817,183,797,106,163,20,2086,5,11,5,1,0
4501,60,BB-Others,Master,Single,0,69882.0,High,292,127,635,132,127,165,1478,3,7,9,0,0
6424,48,Ger.X-BB,Graduation,Together,1,33178.0,Very Low,12,6,2,11,2,16,49,1,0,3,0,0
3075,53,Ger.X-BB,PhD,Married,0,59973.0,Medium,130,30,168,20,34,0,382,3,4,7,0,0
4992,50,Ger.X-BB,Master,Together,1,17459.0,Very Low,6,4,16,3,10,30,69,3,1,2,0,0
5252,56,BB-Others,Graduation,Divorced,1,23910.0,Very Low,16,12,18,7,1,13,67,2,0,3,0,0
7444,56,BB-Others,Master,Married,2,42169.0,Low,19,0,9,0,0,2,30,1,0,3,0,0
6919,47,Ger.X-BB,2n Cycle,Married,1,26224.0,Very Low,4,7,15,13,9,15,63,2,1,3,0,0
3537,44,Ger.X,Graduation,Together,1,31089.0,Very Low,31,3,31,2,8,4,79,3,0,4,0,0
10277,64,BB-Others,Graduation,Single,1,30081.0,Very Low,36,0,2,0,0,4,42,1,0,3,0,0
2453,65,BB-Others,Graduation,Together,1,62807.0,Medium,526,28,135,10,21,99,819,5,3,12,0,0
7972,70,BB-Others,Graduation,Single,0,72906.0,High,400,32,519,71,75,54,1151,3,4,9,0,0
895,77,BB-Others,PhD,Married,2,61467.0,Medium,410,16,114,0,5,49,594,5,2,10,0,0
1177,59,BB-Others,Master,Together,2,49618.0,Low,80,3,26,4,2,14,129,3,1,3,0,0
7141,39,Ger.X,Master,Single,1,21888.0,Very Low,88,10,46,2,3,64,213,5,1,2,0,0
7232,52,Ger.X-BB,Graduation,Widow,1,42429.0,Low,55,0,6,2,0,4,67,1,1,3,0,0
8477,69,BB-Others,Graduation,Divorced,3,26150.0,Very Low,5,1,13,3,5,1,28,1,0,3,0,0
2457,50,Ger.X-BB,Basic,Married,1,30801.0,Very Low,8,4,5,15,2,11,45,1,0,3,0,0
988,60,BB-Others,Graduation,Married,0,81168.0,High,410,0,592,147,22,22,1193,6,4,7,1,0
7930,56,BB-Others,Master,Single,0,26877.0,Very Low,101,13,76,20,18,40,268,3,1,6,0,0
4587,81,BB-Others,Master,Widow,0,45006.0,Low,162,25,53,16,0,10,266,3,1,7,0,0
6682,52,Ger.X-BB,Basic,Married,1,18978.0,Very Low,2,8,1,4,7,15,37,1,0,3,0,0
6222,58,BB-Others,Graduation,Married,3,22574.0,Very Low,25,0,8,2,0,2,37,2,0,3,0,0
10299,56,BB-Others,PhD,Single,0,48240.0,Low,389,91,248,64,49,41,882,6,3,13,0,0
3083,51,Ger.X-BB,Graduation,Married,2,45837.0,Low,215,13,87,17,17,24,373,6,2,5,0,0
8953,60,BB-Others,Master,Single,3,35791.0,Low,27,0,5,0,0,3,35,1,0,3,0,0
1503,49,Ger.X-BB,PhD,Together,2,94384.0,High,85,1,16,2,1,2,107,0,0,1,0,0
8650,47,Ger.X-BB,Graduation,Widow,2,54162.0,Medium,5,6,10,6,5,10,42,1,0,3,0,0
10862,65,BB-Others,Master,Married,1,30522.0,Very Low,179,8,83,19,11,26,326,1,2,9,0,0
2782,64,BB-Others,PhD,Married,1,54456.0,Medium,352,0,27,10,0,15,404,6,1,7,0,0
6941,54,Ger.X-BB,Graduation,Single,0,31632.0,Very Low,17,8,12,11,15,32,95,2,1,2,0,0
10972,76,BB-Others,Graduation,Widow,0,72298.0,High,625,35,169,58,17,35,939,4,3,6,0,0
10708,47,Ger.X-BB,2n Cycle,Single,1,36975.0,Low,10,6,11,0,4,2,33,1,0,3,0,0
6583,70,BB-Others,2n Cycle,Married,0,72635.0,High,390,22,323,104,35,107,981,6,8,6,1,0
3641,49,Ger.X-BB,Graduation,Married,1,13624.0,Very Low,10,2,15,2,1,6,36,2,0,3,0,0
10156,50,Ger.X-BB,Graduation,Single,1,84196.0,High,215,63,507,231,31,190,1237,8,4,7,0,0
4299,65,BB-Others,Graduation,Together,1,70971.0,High,1001,17,572,93,125,17,1825,11,11,5,0,0
3469,48,Ger.X-BB,PhD,Divorced,2,34487.0,Very Low,19,18,33,24,1,8,103,3,0,3,0,0
5063,48,Ger.X-BB,Graduation,Single,1,28769.0,Very Low,41,5,129,10,3,3,191,4,1,4,0,0
10727,55,BB-Others,PhD,Married,1,69084.0,High,1181,107,199,39,30,30,1586,7,3,13,0,0
9624,67,BB-Others,PhD,Together,0,65488.0,Medium,603,45,207,36,18,54,963,3,4,6,0,0
5156,55,BB-Others,2n Cycle,Married,1,62466.0,Medium,129,129,259,168,121,83,889,6,3,12,0,0
4376,65,BB-Others,2n Cycle,Single,0,32218.0,Very Low,10,24,15,13,1,30,93,2,1,3,0,0
8923,52,Ger.X-BB,Graduation,Single,0,83917.0,High,514,22,732,42,198,79,1587,6,7,7,0,0
8461,63,BB-Others,Graduation,Divorced,3,46102.0,Low,14,0,1,0,0,1,16,1,0,2,0,0
6945,73,BB-Others,Graduation,Single,0,84574.0,High,387,20,713,38,54,163,1375,9,11,11,0,0
944,63,BB-Others,Graduation,Married,1,56181.0,Medium,121,103,69,8,44,48,393,4,2,7,0,0
1907,75,BB-Others,Master,Divorced,1,63120.0,Medium,965,69,279,54,41,69,1477,8,4,9,0,0
701,54,Ger.X-BB,Graduation,Married,1,73691.0,High,707,21,250,85,43,73,1179,6,2,8,0,0
3856,65,BB-Others,Graduation,Together,1,63381.0,Medium,571,50,142,33,50,159,1005,4,5,13,0,0
4149,77,BB-Others,PhD,Together,0,76140.0,High,586,66,653,17,0,26,1348,5,9,6,0,0
2131,66,BB-Others,PhD,Divorced,1,62859.0,Medium,1063,89,102,16,12,25,1307,9,4,6,0,0
2942,61,BB-Others,Graduation,Single,1,45906.0,Low,305,3,27,4,3,144,486,5,4,4,0,0
1173,78,BB-Others,Master,Together,0,77632.0,High,1200,105,758,0,42,147,2252,4,2,6,0,0
4381,54,Ger.X-BB,PhD,Married,2,46463.0,Low,163,2,40,8,11,11,235,3,1,6,0,0
4611,55,BB-Others,Graduation,Together,0,94384.0,High,1009,181,104,202,21,207,1724,9,8,13,1,0
3376,55,BB-Others,Master,Divorced,1,55282.0,Medium,125,6,73,8,4,19,235,3,1,6,0,0
4679,48,Ger.X-BB,Master,Married,1,78710.0,High,721,0,152,119,50,50,1092,7,6,12,0,0
10928,67,BB-Others,Graduation,Together,1,66886.0,Medium,315,4,62,41,31,146,599,7,1,7,0,0
4248,65,BB-Others,Master,Single,0,94384.0,High,1000,19,711,125,115,38,2008,4,6,9,0,0
6728,40,Ger.X,Graduation,Together,1,29103.0,Very Low,16,0,17,6,3,6,48,1,0,3,0,0
6661,51,Ger.X-BB,Graduation,Married,1,67445.0,Medium,757,80,217,29,80,11,1174,9,6,12,0,0
4725,75,BB-Others,PhD,Together,1,50616.0,Low,30,2,25,0,1,9,67,1,1,4,0,0
3277,70,BB-Others,Graduation,Divorced,1,49431.0,Low,219,3,100,26,0,17,365,7,1,5,0,0
5555,50,Ger.X-BB,Graduation,Divorced,0,94384.0,High,1,1,1,1,1,1,6,0,0,0,0,0
2564,72,BB-Others,Graduation,Together,1,61278.0,Medium,111,3,28,2,6,15,165,3,1,4,0,0
946,67,BB-Others,2n Cycle,Together,0,26490.0,Very Low,45,47,52,21,20,25,210,3,1,5,0,0
3867,78,BB-Others,PhD,Together,1,73059.0,High,410,112,420,0,82,71,1095,9,3,13,0,0
6940,59,BB-Others,PhD,Single,3,46734.0,Low,100,1,39,6,1,76,223,3,2,3,0,0
55,62,BB-Others,Graduation,Together,1,56253.0,Medium,509,0,65,7,11,5,597,7,2,9,0,0
7093,40,Ger.X,Graduation,Married,1,19986.0,Very Low,3,6,5,0,2,6,22,0,0,3,0,0
5084,50,Ger.X-BB,Graduation,Widow,1,58330.0,Medium,445,53,213,104,98,151,1064,6,4,13,0,0
1777,45,Ger.X-BB,Basic,Married,0,25965.0,Very Low,2,2,11,41,7,11,74,2,0,3,0,0
8162,69,BB-Others,Master,Together,0,14661.0,Very Low,4,1,11,6,2,2,26,1,0,3,0,0
10826,66,BB-Others,Graduation,Married,0,18690.0,Very Low,6,1,7,23,4,19,60,1,1,2,0,0
8754,51,Ger.X-BB,PhD,Together,1,45068.0,Low,14,0,3,0,0,3,20,1,0,2,0,0
1987,38,Ger.X,Basic,Single,1,21063.0,Very Low,1,10,11,19,3,15,59,2,0,3,0,0
11007,57,BB-Others,PhD,Married,1,29187.0,Very Low,26,0,6,0,0,2,34,1,0,3,0,0
7426,54,Ger.X-BB,2n Cycle,Married,2,54690.0,Medium,111,16,37,7,9,18,198,3,1,5,0,0
9153,61,BB-Others,PhD,Married,1,59304.0,Medium,418,61,428,80,51,10,1048,7,8,10,0,0
10379,63,BB-Others,Master,Single,2,59247.0,Medium,327,9,122,19,14,83,574,5,2,9,0,0
9204,55,BB-Others,Graduation,Widow,1,66731.0,Medium,371,159,194,58,106,141,1029,4,3,6,0,0
3197,45,Ger.X-BB,Graduation,Married,1,77353.0,High,275,59,107,69,101,59,670,6,4,8,0,0
2920,50,Ger.X-BB,PhD,Single,1,52614.0,Medium,789,0,142,12,9,38,990,2,4,8,0,0
6961,51,Ger.X-BB,Graduation,Married,2,26751.0,Very Low,1,1,5,0,3,1,11,1,0,2,0,0
4673,62,BB-Others,PhD,Married,1,81300.0,High,1004,12,145,32,12,36,1241,10,3,5,1,0
9937,46,Ger.X-BB,Graduation,Single,0,70337.0,High,187,81,149,25,43,91,576,2,2,12,0,0
8779,40,Ger.X,2n Cycle,Married,1,36145.0,Low,56,4,76,17,1,18,172,4,1,3,0,0
9596,45,Ger.X-BB,PhD,Single,0,65295.0,Medium,365,32,117,34,110,6,664,3,3,13,0,0
2891,62,BB-Others,Graduation,Divorced,1,68118.0,Medium,595,23,123,10,23,154,928,8,9,4,0,0
4910,58,BB-Others,Graduation,Divorced,0,68743.0,High,1132,134,384,175,134,115,2074,11,5,13,0,0
75,43,Ger.X,2n Cycle,Together,0,41039.0,Low,34,11,137,179,61,45,467,8,1,5,0,0
10120,70,BB-Others,Graduation,Together,1,38946.0,Low,116,6,82,6,6,41,257,3,1,6,0,0
6327,58,BB-Others,Graduation,Together,0,65777.0,Medium,565,32,435,28,32,54,1146,2,8,6,0,0
10142,49,Ger.X-BB,PhD,Divorced,1,66476.0,Medium,372,18,126,47,48,78,689,5,2,11,0,0
9826,53,Ger.X-BB,PhD,Single,0,86857.0,High,899,102,838,133,102,40,2114,5,6,10,0,0
1501,43,Ger.X,PhD,Married,0,94384.0,High,55,16,1622,17,3,4,1717,0,28,1,0,0
10767,36,Ger.X,PhD,Together,0,77845.0,High,760,40,480,0,40,26,1346,3,5,12,1,0
7279,56,BB-Others,PhD,Together,0,69476.0,High,260,86,559,63,9,67,1044,4,6,4,0,0
7230,65,BB-Others,PhD,Divorced,1,50611.0,Low,459,0,24,6,0,4,493,4,5,7,0,0
143,55,BB-Others,Graduation,Single,0,61209.0,Medium,466,0,224,119,49,99,957,5,3,4,0,0
450,67,BB-Others,Master,Together,1,42315.0,Low,67,15,80,17,11,80,270,1,4,4,0,0
9316,73,BB-Others,Basic,Together,0,13084.0,Very Low,2,0,7,3,7,10,29,1,0,3,0,0
6379,76,BB-Others,Master,Widow,2,47570.0,Low,67,1,20,0,2,31,121,2,2,2,0,0
9239,64,BB-Others,Master,Married,2,61923.0,Medium,92,4,18,3,3,6,126,2,1,4,0,0
8315,30,Milennials,Graduation,Single,0,34824.0,Very Low,4,2,11,2,0,4,23,1,0,2,0,0
2868,76,BB-Others,PhD,Single,2,26518.0,Very Low,20,1,28,3,3,2,57,2,0,3,0,0
10888,64,BB-Others,Graduation,Single,0,45938.0,Low,273,11,178,62,83,29,636,8,4,6,0,0
1277,65,BB-Others,Graduation,Together,0,78468.0,High,434,22,388,104,22,34,1004,10,7,10,1,0
9977,52,Ger.X-BB,Graduation,Divorced,1,78901.0,High,321,11,309,33,26,34,734,9,3,5,0,0
10196,47,Ger.X-BB,Graduation,Married,2,71427.0,High,212,123,177,15,64,23,614,8,2,8,0,0
6384,47,Ger.X-BB,Graduation,Divorced,1,71022.0,High,909,12,278,0,12,242,1453,5,2,11,0,0
8029,37,Ger.X,Master,Single,0,90247.0,High,1184,32,352,21,16,16,1621,3,4,7,1,0
968,57,BB-Others,Master,Divorced,1,41335.0,Low,112,19,21,16,14,5,187,4,1,4,0,0
6988,39,Ger.X,Graduation,Married,1,71952.0,High,656,80,455,52,107,93,1443,8,4,8,0,0
4472,55,BB-Others,PhD,Divorced,1,35682.0,Low,23,0,8,6,2,18,57,1,1,3,0,0
6991,74,BB-Others,Graduation,Divorced,1,43185.0,Low,537,6,42,16,6,30,637,9,3,6,0,0
3336,77,BB-Others,PhD,Together,1,66375.0,Medium,712,0,45,0,0,191,948,2,4,5,0,0
4301,54,Ger.X-BB,Master,Married,1,35178.0,Very Low,23,1,13,2,2,18,59,1,1,2,0,0
1940,39,Ger.X,Graduation,Married,1,25252.0,Very Low,1,3,4,2,2,6,18,1,0,2,0,0
1272,60,BB-Others,Master,Single,1,55250.0,Medium,664,58,83,32,0,66,903,7,5,10,0,0
1388,50,Ger.X-BB,Graduation,Single,1,33249.0,Very Low,6,10,21,19,14,42,112,2,1,3,0,0
1044,72,BB-Others,Graduation,Together,0,58398.0,Medium,299,5,201,21,21,49,596,5,4,8,0,0
6969,43,Ger.X,Graduation,Together,1,50272.0,Low,99,13,66,43,8,4,233,4,1,5,0,0
10479,50,Ger.X-BB,PhD,Married,0,76618.0,High,749,40,294,121,160,147,1511,3,2,5,0,0
3619,65,BB-Others,2n Cycle,Divorced,0,87305.0,High,345,25,501,63,138,80,1152,5,3,8,0,0
1715,47,Ger.X-BB,Graduation,Together,1,25851.0,Very Low,9,4,18,7,5,5,48,2,0,3,0,0
10159,55,BB-Others,Graduation,Divorced,1,58710.0,Medium,440,81,368,0,122,174,1185,11,5,9,0,0
1463,67,BB-Others,Graduation,Single,2,45160.0,Low,8,2,5,3,0,3,21,1,0,2,0,0
5114,60,BB-Others,Master,Married,1,74806.0,High,670,9,249,0,28,9,965,5,4,5,0,0
4990,71,BB-Others,Graduation,Married,0,59111.0,Medium,524,0,134,28,28,155,869,11,1,8,0,0
4329,41,Ger.X,PhD,Married,1,18988.0,Very Low,6,0,6,2,1,1,16,1,0,3,0,0
10936,60,BB-Others,Graduation,Married,0,72190.0,High,597,166,597,172,166,249,1947,5,6,4,0,0
4692,49,Ger.X-BB,Graduation,Married,1,7705.92,Very Low,7,0,12,13,7,32,71,4,1,2,0,0
7212,59,BB-Others,Graduation,Married,1,44794.0,Low,54,0,7,0,0,4,65,2,0,3,0,0
6086,70,BB-Others,Graduation,Married,0,80395.0,High,445,25,706,80,76,48,1380,6,5,12,1,0
437,49,Ger.X-BB,Master,Divorced,0,75012.0,High,294,142,218,164,58,151,1027,3,8,11,0,0
11171,60,BB-Others,Master,Married,3,56962.0,Medium,292,3,77,10,3,26,411,6,3,5,0,0
11101,34,Milennials,Graduation,Together,0,89891.0,High,412,22,132,59,28,183,836,11,6,8,0,0
5329,76,BB-Others,PhD,Divorced,2,35946.0,Low,8,0,3,0,0,0,11,0,0,3,0,0
610,72,BB-Others,PhD,Together,2,53593.0,Medium,349,4,78,6,0,43,480,7,2,6,0,0
9384,47,Ger.X-BB,Graduation,Married,2,66373.0,Medium,328,9,124,12,24,109,606,4,2,10,0,0
5956,77,BB-Others,PhD,Divorced,3,45072.0,Low,144,2,99,7,2,30,284,6,1,4,0,0
10430,52,Ger.X-BB,Graduation,Divorced,2,89694.0,High,1126,28,211,37,28,42,1472,4,3,4,1,0
7875,76,BB-Others,Graduation,Married,0,72025.0,High,967,0,617,43,50,0,1677,4,8,13,1,0
7072,52,Ger.X-BB,Graduation,Married,1,67432.0,Medium,432,79,341,177,136,170,1335,8,5,4,0,0
6255,73,BB-Others,Master,Together,1,70545.0,High,138,39,63,55,18,21,334,4,1,7,0,0
6516,36,Ger.X,Basic,Married,1,17487.0,Very Low,0,0,1,7,4,6,18,1,0,2,0,0
5564,56,BB-Others,Graduation,Together,1,62882.0,Medium,509,133,497,78,24,97,1338,7,5,6,0,0
5682,72,BB-Others,PhD,Single,1,64108.0,Medium,948,10,86,13,21,21,1099,6,9,11,0,0
7458,69,BB-Others,Master,Together,2,34941.0,Very Low,39,2,25,4,3,24,97,3,0,3,0,0
5237,75,BB-Others,PhD,Single,3,48767.0,Low,28,1,21,3,0,10,63,2,1,3,0,0
7761,47,Ger.X-BB,2n Cycle,Together,1,38702.0,Low,13,11,24,13,8,40,109,3,0,4,0,0
5278,61,BB-Others,Graduation,Married,0,82224.0,High,307,26,360,138,31,40,902,6,9,5,1,0
3560,73,BB-Others,Graduation,Together,0,83844.0,High,901,31,345,75,31,191,1574,4,4,11,0,0
7235,50,Ger.X-BB,2n Cycle,Married,1,17003.0,Very Low,2,5,12,4,8,7,38,2,0,4,0,0
10548,30,Milennials,Graduation,Single,0,71163.0,High,283,17,372,138,106,44,960,3,8,12,0,0
2281,55,BB-Others,Graduation,Single,1,33697.0,Very Low,4,3,7,0,3,11,28,1,0,2,0,0
4073,71,BB-Others,2n Cycle,Married,0,63564.0,Medium,769,80,252,15,34,65,1215,10,10,7,0,0
6974,53,Ger.X-BB,PhD,Together,0,83443.0,High,518,42,742,55,56,84,1497,6,10,5,0,0
7938,67,BB-Others,PhD,Together,1,51518.0,Medium,350,8,66,17,4,4,449,3,2,10,0,0
7094,50,Ger.X-BB,Graduation,Widow,1,58330.0,Medium,445,53,213,104,98,151,1064,6,4,13,0,0
3667,56,BB-Others,Graduation,Married,0,80952.0,High,778,178,689,41,27,44,1757,8,5,11,1,0
7723,46,Ger.X-BB,Graduation,Together,0,75507.0,High,709,93,374,104,80,80,1440,8,6,6,0,0
3870,47,Ger.X-BB,2n Cycle,Together,0,63855.0,Medium,359,35,314,93,116,89,1006,7,3,13,0,0
4012,53,Ger.X-BB,PhD,Together,1,62220.0,Medium,799,12,375,16,12,12,1226,7,6,5,0,0
5909,61,BB-Others,Graduation,Married,1,58512.0,Medium,895,10,101,13,0,152,1171,3,4,8,0,0
10470,46,Ger.X-BB,Master,Married,1,40662.0,Low,40,2,23,0,4,23,92,2,1,3,0,0
6488,66,BB-Others,PhD,Married,1,38829.0,Low,76,0,7,0,0,16,99,3,2,2,0,0
10270,44,Ger.X,2n Cycle,Married,1,35523.0,Very Low,11,5,22,12,5,11,66,3,0,3,0,0
6887,58,BB-Others,Graduation,Single,2,79146.0,High,245,16,223,21,43,16,564,8,1,8,0,0
6406,37,Ger.X,Master,Married,0,78285.0,High,647,107,391,175,67,40,1427,6,4,10,0,0
7573,47,Ger.X-BB,PhD,Single,1,31626.0,Very Low,39,1,9,2,1,34,86,2,1,2,0,0
4508,73,BB-Others,Graduation,Single,0,75127.0,High,203,35,305,46,17,227,833,2,11,5,0,0
221,70,BB-Others,Graduation,Married,1,48726.0,Low,138,3,38,4,0,59,242,3,2,4,0,0
5331,48,Ger.X-BB,Graduation,Married,0,74985.0,High,587,51,898,247,0,86,1869,3,6,7,0,0
1911,38,Ger.X,Graduation,Together,0,67430.0,Medium,595,97,291,127,133,121,1364,11,5,12,0,0
20,60,BB-Others,2n Cycle,Married,1,46891.0,Low,43,12,23,29,15,61,183,2,1,4,0,0
8786,69,BB-Others,Master,Married,1,62058.0,Medium,301,7,74,10,0,58,450,6,1,7,0,0
10582,46,Ger.X-BB,Graduation,Married,1,72063.0,High,180,32,348,76,32,90,758,5,2,12,0,0
1915,74,BB-Others,PhD,Married,0,78939.0,High,794,115,243,150,0,205,1507,8,5,6,0,0
8897,60,BB-Others,Graduation,Single,2,42720.0,Low,392,5,91,28,26,112,654,7,3,7,0,0
2371,53,Ger.X-BB,Graduation,Married,2,33622.0,Very Low,39,1,22,3,4,12,81,2,0,4,0,0
4303,68,BB-Others,PhD,Together,1,7705.92,Very Low,107,2,12,2,2,12,137,0,0,1,0,0
6825,72,BB-Others,Graduation,Together,2,41452.0,Low,13,0,3,0,0,0,16,1,0,2,0,0
1072,60,BB-Others,PhD,Single,1,40760.0,Low,70,0,17,0,0,6,93,2,1,3,0,0
4964,67,BB-Others,PhD,Together,0,74250.0,High,680,11,392,75,0,0,1158,2,11,4,0,0
2461,70,BB-Others,Master,Single,2,51124.0,Low,26,1,11,0,1,4,43,1,0,3,0,0
10736,54,Ger.X-BB,Graduation,Single,1,72258.0,High,522,0,522,227,120,134,1525,6,9,5,0,0
3194,51,Ger.X-BB,PhD,Single,0,71466.0,High,412,12,546,78,182,0,1230,4,4,10,0,0
10839,49,Ger.X-BB,Graduation,Together,2,36283.0,Low,6,5,5,8,0,5,29,1,0,3,0,0
49,55,BB-Others,Graduation,Single,1,20587.0,Very Low,2,3,6,4,1,9,25,1,1,2,0,0
4290,53,Ger.X-BB,Graduation,Married,1,30467.0,Very Low,1,3,8,2,5,5,24,1,0,2,0,0
10219,53,Ger.X-BB,Graduation,Together,1,31590.0,Very Low,6,2,15,6,6,3,38,1,0,3,0,0
4211,39,Ger.X,Basic,Married,1,20425.0,Very Low,4,12,5,3,16,17,57,2,0,3,0,0
1135,65,BB-Others,Master,Together,2,17144.0,Very Low,18,2,19,0,2,6,47,3,0,4,0,0
6299,57,BB-Others,PhD,Divorced,1,42564.0,Low,324,48,186,39,18,198,813,6,8,4,0,0
10846,47,Ger.X-BB,Master,Married,1,43783.0,Low,327,9,125,25,4,139,629,7,1,8,0,0
347,49,Ger.X-BB,Graduation,Divorced,1,40780.0,Low,229,27,71,13,3,34,377,7,1,5,0,0
6543,80,BB-Others,Master,Together,0,62847.0,Medium,521,168,706,80,76,61,1612,3,6,4,0,0
10446,68,BB-Others,PhD,Married,0,82017.0,High,184,23,446,30,23,23,729,5,4,7,1,0
3479,75,BB-Others,Graduation,Single,0,16813.0,Very Low,4,8,11,12,2,13,50,2,0,3,0,0
11075,47,Ger.X-BB,Graduation,Married,2,51267.0,Low,183,2,64,7,2,12,270,3,3,5,0,0
4442,64,BB-Others,Graduation,Single,1,46524.0,Low,31,19,35,26,14,52,177,1,1,5,0,0
199,63,BB-Others,Master,Single,0,45183.0,Low,219,3,60,12,9,12,315,4,1,7,0,0
6722,71,BB-Others,PhD,Married,1,70421.0,High,479,28,136,75,14,35,767,10,3,7,0,0
796,60,BB-Others,2n Cycle,Divorced,1,60161.0,Medium,584,44,212,46,8,177,1071,11,4,8,0,0
3749,52,Ger.X-BB,Graduation,Together,0,73926.0,High,627,91,597,159,91,15,1580,6,5,12,0,0
8523,57,BB-Others,Graduation,Married,1,19329.0,Very Low,24,1,16,12,2,5,60,4,0,3,0,0
310,55,BB-Others,Master,Married,1,61872.0,Medium,330,5,159,36,27,16,573,4,4,9,0,0
8629,69,BB-Others,Graduation,Widow,2,46984.0,Low,19,1,10,2,1,8,41,1,0,3,0,0
236,74,BB-Others,Graduation,Married,2,34838.0,Very Low,28,23,29,29,14,47,170,2,1,4,0,0
9930,81,BB-Others,PhD,Single,0,82716.0,High,606,148,228,15,148,22,1167,6,8,13,0,0
3483,67,BB-Others,Graduation,Married,0,48192.0,Low,1039,43,204,153,58,29,1526,2,8,12,1,1
4599,49,Ger.X-BB,Master,Married,2,49681.0,Low,411,0,26,0,0,21,458,7,1,7,0,0
